Census Tract , CES 3.0 Score,CES 3.0 Percentile," CES 3.0 
Percentile Range",Total Population,"California 
County",Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other (%)
6111002000,9.66,12.52,10-15%,2577,Ventura ,10.7,83.1,0.7,0.4,2.6,2.5
6069000801,9.65,12.51,10-15%,3082,San Benito,20.5,73.3,0.7,0.2,3.3,2
6013354001,9.65,12.5,10-15%,1859,Contra Costa,3.7,81.4,1.1,0.1,8.3,5.3
6065045110,9.65,12.49,10-15%,5401,Riverside ,54.7,39.2,2.4,0.4,1.3,1.9
6083002708,9.64,12.47,10-15%,2568,Santa Barbara,32.9,58.2,2.4,0.7,3.4,2.4
6075016900,9.64,12.46,10-15%,2924,San Francisco,9.9,71.7,3.2,0.4,10,4.8
6037910301,9.64,12.45,10-15%,4219,Los Angeles,18.2,68.6,6.2,0.8,4.2,2
6037261101,9.64,12.44,10-15%,3499,Los Angeles,5,86.4,1.8,0.1,3.7,3.1
6059099307,9.63,12.42,10-15%,2502,Orange ,9.3,77.5,0.8,0.3,8.1,3.9
6053013300,9.63,12.41,10-15%,5693,Monterey ,29.7,53.8,3,0.4,9.1,4.1
6097151309,9.63,12.4,10-15%,4865,Sonoma ,15.1,75.1,1.1,0.7,4.6,3.4
6083002930,9.63,12.38,10-15%,7328,Santa Barbara,33,48.9,1.9,0.3,12.5,3.5
6001405000,9.62,12.37,10-15%,3136,Alameda ,7.3,65.6,9.6,0.2,12,5.3
6085502906,9.62,12.36,10-15%,4521,Santa Clara,23.1,58.4,2.4,0.4,11.7,4
6073017403,9.62,12.35,10-15%,4922,San Diego,10.5,82.5,0.3,0.2,3.7,2.7
6041130202,9.62,12.33,10-15%,4453,Marin ,3.8,87.8,1,0.1,4.5,2.7
6065940800,9.61,12.32,10-15%,2613,Riverside ,7.6,87.5,1.5,0.4,1.6,1.5
6059042205,9.6,12.31,10-15%,6780,Orange ,20.1,73.5,0.4,0.1,3.3,2.6
6083001203,9.6,12.3,10-15%,2757,Santa Barbara,14.1,76.1,1.2,0.2,5.9,2.4
6073009706,9.6,12.28,10-15%,6996,San Diego,10.1,78.2,2.5,0.3,5.8,3
6083000302,9.59,12.27,10-15%,4138,Santa Barbara,37.5,54.6,1.4,0.4,4,2.2
6037408706,9.57,12.26,10-15%,1665,Los Angeles,15.5,14.2,0.5,0,67.6,2.2
6073017810,9.57,12.25,10-15%,4942,San Diego,11.6,80.8,0.6,0.4,3.6,2.9
6083002914,9.57,12.23,10-15%,3248,Santa Barbara,15.9,71.7,0.6,0.1,9.7,2.1
6037573700,9.57,12.22,10-15%,4554,Los Angeles,19.7,66.8,2.2,0.4,7.2,3.7
6045011800,9.57,12.21,10-15%,2082,Mendocino ,26.1,62.2,0.3,7.9,1.1,2.4
6067008144,9.56,12.2,10-15%,2541,Sacramento ,11,79.9,2.2,0.4,3.1,3.4
6073009705,9.54,12.18,10-15%,3652,San Diego,15,70.6,4.9,0.3,4.3,4.9
6073013419,9.53,12.17,10-15%,7922,San Diego,48.3,24.4,4.8,0.1,18.6,3.7
6067000200,9.53,12.16,10-15%,3497,Sacramento ,11,80.9,1,0.4,3.7,3
6001450601,9.53,12.15,10-15%,3379,Alameda ,6.9,64.9,1.7,0.2,22.6,3.6
6037701202,9.53,12.13,10-15%,3268,Los Angeles,7.5,76.9,1.2,0,9.4,5
6059099215,9.53,12.12,10-15%,5203,Orange ,18.1,65.6,0.7,0.3,10.6,4.8
6085503333,9.52,12.11,10-15%,4585,Santa Clara,27,18.5,3.9,0.2,47.4,3.1
6111001202,9.51,12.09,10-15%,7191,Ventura ,21.2,69.9,0.9,0.3,4.1,3.5
6081606500,9.49,12.08,10-15%,3613,San Mateo,8.9,75.1,0.7,0.1,11.6,3.5
6073008307,9.48,12.07,10-15%,3794,San Diego,7.5,76.1,0.8,0.2,12.2,3.2
6089010601,9.48,12.06,10-15%,2492,Shasta ,7.2,83.7,1.1,1.2,3.8,2.9
6013362000,9.47,12.04,10-15%,2767,Contra Costa,14.9,53.8,11.2,0,13.2,6.9
6081609201,9.46,12.03,10-15%,3574,San Mateo,11.8,73.5,0.4,0.2,9.6,4.4
6073007908,9.44,12.02,10-15%,2819,San Diego,19,73.2,1.2,0.2,3.3,3
6065051400,9.44,12.01,10-15%,6956,Riverside ,2.5,94.7,0.8,0.1,1.4,0.5
6073008329,9.44,11.99,10-15%,6347,San Diego,8.3,62.8,1.4,0.2,23.5,3.7
6019005517,9.44,11.98,10-15%,7487,Fresno ,15.1,65.9,1.5,0.4,14.4,2.7
6037460800,9.43,11.97,10-15%,3248,Los Angeles,8.9,72.2,2.5,0,13,3.4
6065045215,9.43,11.96,10-15%,8515,Riverside ,27.5,62.9,1.5,0.3,5.6,2.3
6001442100,9.43,11.94,10-15%,5166,Alameda ,2.7,20.6,0.7,0,73.8,2.2
6035040305,9.43,11.93,10-15%,4146,Lassen ,11.8,74.9,1,6.8,1.8,3.8
6085508101,9.42,11.92,10-15%,6740,Santa Clara,3.1,27,0.6,0.1,66.4,2.8
6037620702,9.42,11.91,10-15%,7059,Los Angeles,14.5,65.2,1.9,0.2,12.9,5.3
6059042333,9.42,11.89,10-15%,4014,Orange ,6.6,75.8,0.9,0,13,3.7
6067000100,9.42,11.88,10-15%,3558,Sacramento ,9.9,82.7,0.5,0.3,4,2.6
6023010400,9.42,11.87,10-15%,3688,Humboldt ,6.9,82.9,0.7,4.3,0.8,4.4
6075021000,9.41,11.86,10-15%,4196,San Francisco,21.8,62.4,1.8,0.2,10,3.8
6073009505,9.41,11.84,10-15%,6442,San Diego,9.6,67.1,2.5,0.3,16,4.5
6037920107,9.41,11.83,10-15%,3954,Los Angeles,18.1,47.8,4.3,0.1,25.3,4.5
6073016608,9.4,11.82,10-15%,2526,San Diego,13,79,0.9,0.9,3,3.2
6037800408,9.4,11.8,10-15%,7122,Los Angeles,6.1,88,0.9,0.1,2.2,2.6
6059032002,9.4,11.79,10-15%,6210,Orange ,15.9,73.5,1.3,0.1,6.6,2.5
6037480002,9.4,11.78,10-15%,3453,Los Angeles,17.5,28.8,0.8,0.1,50.4,2.4
6059062605,9.4,11.77,10-15%,3094,Orange ,9.2,85.2,0.5,0.3,2.1,2.7
6113011205,9.38,11.75,10-15%,8123,Yolo ,46.8,34.7,1.2,0.4,13.5,3.5
6087121600,9.38,11.74,10-15%,6159,Santa Cruz,19.7,73.6,0.8,0.5,2.4,2.9
6111005203,9.38,11.73,10-15%,5226,Ventura ,18.3,71.5,1.4,0.2,5.3,3.2
6013385100,9.37,11.72,10-15%,2765,Contra Costa,7.9,56.3,5.5,0.3,25,5
6001436402,9.37,11.7,10-15%,2618,Alameda ,16.7,52.1,12.6,0.5,13.4,4.7
6059063010,9.37,11.69,10-15%,7096,Orange ,8.8,82.5,0.8,0.1,5.3,2.5
6073020107,9.36,11.68,10-15%,3837,San Diego,37.9,50.7,1.8,0.6,6.8,2.3
6059042339,9.35,11.67,10-15%,3208,Orange ,19.8,73.1,1.2,0.2,3.3,2.4
6085504308,9.35,11.65,10-15%,4415,Santa Clara,16.5,30.7,2.7,0,46.3,3.8
6045011001,9.35,11.64,10-15%,1952,Mendocino ,4.6,89.9,0.1,0.9,1.1,3.4
6041133000,9.34,11.63,10-15%,3226,Marin ,17.7,78.5,0.4,0.3,1.3,1.7
6027000300,9.34,11.62,10-15%,2457,Inyo ,10.1,85.9,0.2,0.5,1.6,1.8
6087121403,9.34,11.6,10-15%,3362,Santa Cruz,23.6,68.4,1.6,0.4,2.9,3.1
6073013311,9.32,11.59,10-15%,9463,San Diego,44.1,23.9,5.7,0.2,22.3,3.7
6067008145,9.32,11.58,10-15%,7345,Sacramento ,10.4,80.7,1.1,0.7,3.8,3.2
6013323000,9.3,11.57,10-15%,4352,Contra Costa,12.3,74.9,0.7,0.4,7.5,4.3
6087121200,9.3,11.55,10-15%,6114,Santa Cruz,7.1,85.3,0.6,0.2,3.4,3.5
6001450606,9.3,11.54,10-15%,5733,Alameda ,6.3,66.5,1.1,0.2,22.2,3.8
6059052520,9.29,11.53,10-15%,3460,Orange ,8.2,60.5,1.5,0.1,25.3,4.5
6085502302,9.29,11.51,10-15%,2826,Santa Clara,28.5,56.9,2.9,0.5,7.4,3.8
6013343002,9.29,11.5,10-15%,4380,Contra Costa,6.9,77.2,1.9,0.2,10.5,3.3
6065044930,9.29,11.49,10-15%,3213,Riverside ,40.9,51.9,1.1,0.1,4.6,1.4
6073008343,9.28,11.48,10-15%,4587,San Diego,11.6,42.4,1.9,0.2,40.1,3.8
6073008363,9.28,11.46,10-15%,4921,San Diego,9.2,32.7,1.1,0.1,53.3,3.7
6097151311,9.27,11.45,10-15%,6382,Sonoma ,16.4,70.1,1.6,0.4,7.7,3.9
6081605200,9.27,11.44,10-15%,3626,San Mateo,8.6,72.8,0.4,0.1,14.4,3.8
6085503326,9.27,11.43,10-15%,6650,Santa Clara,11.3,8,1.4,0,77.2,2.2
6063000201,9.27,11.41,10-15%,1844,Plumas ,3.5,93.9,0.1,0.4,0.7,1.4
6097153903,9.27,11.4,10-15%,3760,Sonoma ,19.5,77.4,0.5,0.4,0.9,1.3
6073017032,9.27,11.39,10-15%,13593,San Diego,9.3,52.2,2.2,0.1,31.3,4.8
6095252310,9.26,11.38,10-15%,3156,Solano ,11,62.5,5.7,0.3,16.8,3.8
6073019301,9.25,11.36,10-15%,6936,San Diego,22.8,59.9,3,0.4,10.3,3.7
6059042114,9.25,11.35,10-15%,3718,Orange ,17.5,75.8,0.8,0.6,2.8,2.4
6065044921,9.25,11.34,10-15%,2355,Riverside ,9.7,79.2,2.3,0.7,6.6,1.5
6073020706,9.24,11.33,10-15%,6286,San Diego,18.1,73.9,0.9,0.4,4.3,2.4
6073020026,9.24,11.31,10-15%,4089,San Diego,17.1,71.8,1.1,0.4,6.3,3.2
6087120302,9.24,11.3,10-15%,2602,Santa Cruz,8.8,85.6,0.3,0.8,1,3.4
6111006301,9.23,11.29,10-15%,6573,Ventura ,12.3,76.8,1,0.1,6.7,3.1
6059032041,9.22,11.28,10-15%,1022,Orange ,15.8,75.4,0.8,0.6,4.6,2.8
6059032036,9.21,11.26,10-15%,3539,Orange ,16,71.5,0.6,0.3,7.9,3.6
6075016700,9.21,11.25,10-15%,4652,San Francisco,10,70.2,5.5,0.4,9.2,4.7
6059099216,9.2,11.24,10-15%,4000,Orange ,13.4,71.8,0.6,0.2,10.5,3.5
6085509700,9.2,11.22,10-15%,3128,Santa Clara,17.6,57,1.3,0.3,20,3.8
6081611300,9.17,11.21,10-15%,4757,San Mateo,17.7,69.6,1.1,0.1,8.3,3.1
6085503001,9.16,11.2,10-15%,4063,Santa Clara,13.1,74.3,1,0.2,8.5,2.9
6083001905,9.16,11.19,10-15%,3231,Santa Barbara,16.3,78.6,0.8,0.2,2.8,1.2
6037262501,9.14,11.17,10-15%,3662,Los Angeles,4.3,89.8,0.3,0.1,3.3,2.2
6013351102,9.13,11.16,10-15%,3635,Contra Costa,2.7,88.8,0.5,0.2,6.4,1.3
6037262601,9.13,11.15,10-15%,3660,Los Angeles,3.4,84,1.2,0,8.5,2.9
6111007607,9.13,11.14,10-15%,6152,Ventura ,12.7,74.2,1.3,0.3,7.9,3.6
6083002005,9.13,11.12,10-15%,4967,Santa Barbara,21.8,70.4,1.7,0.7,3.1,2.4
6087122003,9.12,11.11,10-15%,6543,Santa Cruz,15.8,73.8,1.1,0.2,5.3,3.7
6059062900,9.1,11.1,10-15%,1626,Orange ,4.6,92.1,0.2,0.1,2.3,0.8
6059042334,9.1,11.09,10-15%,5300,Orange ,18.8,64.4,1.1,0.2,11.3,4.2
6045010801,9.1,11.07,10-15%,5915,Mendocino ,17.6,73.9,0.4,4.7,0.9,2.5
6079012302,9.1,11.06,10-15%,5137,San Luis Obispo,11.1,84.1,0.2,0.6,1.6,2.4
6085512036,9.09,11.05,10-15%,4585,Santa Clara,20.2,38.8,3.4,0.2,32.7,4.7
6041103200,9.09,11.04,10-15%,6504,Marin ,21,66.1,3.1,0.2,6,3.6
6037700600,9.09,11.02,10-15%,5537,Los Angeles,5.4,84.8,0.9,0,4.3,4.6
6059042206,9.07,11.01,10-15%,3287,Orange ,11.7,83.4,0.3,0.3,2.5,1.8
6073019105,9.07,11,10-15%,5722,San Diego,14.7,74.9,1.3,0.3,6.6,2.2
6059062640,9.06,10.98,10-15%,3407,Orange ,13.6,67.4,1.8,0.2,12.8,4.2
6115041100,9.06,10.97,10-15%,4941,Yuba ,6.4,83.4,0.5,3.2,1.3,5.2
6013351103,9.05,10.96,10-15%,1846,Contra Costa,1.2,91,0.4,0,6.6,0.8
6073017040,9.05,10.95,10-15%,4363,San Diego,17.9,62.4,1.8,0.4,13.7,3.8
6013341000,9.05,10.93,10-15%,4864,Contra Costa,9,75.8,1.2,0.2,9.5,4.4
6075030301,9.03,10.92,10-15%,5658,San Francisco,7,47.1,1.4,0.1,39.6,4.9
6073020013,9.03,10.91,10-15%,12473,San Diego,13.9,69.2,1.8,0.2,11,3.9
6105000300,9.02,10.9,10-15%,3105,Trinity ,7.4,80.7,0.1,5.4,0.5,5.9
6085509109,9.01,10.88,10-15%,4346,Santa Clara,12.5,44.5,1.9,0,36.6,4.4
6081606400,9,10.87,10-15%,4820,San Mateo,10.4,62.8,1.8,0.1,20.9,4.1
6085511302,8.98,10.86,10-15%,4062,Santa Clara,5.3,71.4,1.8,0.2,17.3,4
6037264102,8.98,10.85,10-15%,2873,Los Angeles,6.3,78.1,1.8,0,9.9,3.9
6001430300,8.97,10.83,10-15%,3670,Alameda ,12.6,65.4,2.8,0.2,14.9,4
6041101100,8.97,10.82,10-15%,2569,Marin ,6.9,84.9,0.7,0.2,4.7,2.7
6073008353,8.96,10.81,10-15%,5048,San Diego,11.7,38.8,3.8,0.3,39,6.2
6001420200,8.96,10.8,10-15%,2898,Alameda ,11.4,46,3.1,0.2,32.3,7
6037261200,8.95,10.78,10-15%,4341,Los Angeles,4.8,83.2,0.9,0.1,6.7,4.4
6081605100,8.94,10.77,10-15%,3014,San Mateo,14.9,62.6,1.1,0.1,16,5.3
6085507904,8.94,10.76,10-15%,3367,Santa Clara,2.1,31.1,0.4,0.1,63.6,2.7
6085512200,8.94,10.75,10-15%,4014,Santa Clara,20.1,67.1,0.9,0.3,8.9,2.7
6111006400,8.94,10.73,10-15%,7126,Ventura ,15.2,74.7,0.9,0.2,6.3,2.8
6073020015,8.94,10.72,10-15%,3841,San Diego,8.6,81.4,0.7,0.3,5.8,3.2
6065045103,8.92,10.71,10-15%,3623,Riverside ,22.7,72.3,1,0.1,2.5,1.4
6073008312,8.92,10.69,10-15%,3629,San Diego,7.3,81.8,0.6,0.1,7.5,2.8
6023940000,8.91,10.68,10-15%,3041,Humboldt ,6.2,10.5,0.1,78.5,0.3,4.4
6023000800,8.9,10.67,10-15%,4668,Humboldt ,8.1,80.6,1,2.7,3.5,4.1
6037143902,8.9,10.66,10-15%,3000,Los Angeles,7.3,81.3,3.2,0.2,5.3,2.8
6037920108,8.89,10.64,10-15%,3439,Los Angeles,13.6,50.6,4.4,0.1,27.6,3.7
6001450744,8.89,10.63,10-15%,4831,Alameda ,9,60.8,1.8,0.2,23.7,4.6
6001403701,8.89,10.62,10-15%,2587,Alameda ,9.1,49.7,21,0.4,13.8,5.9
6037650502,8.87,10.61,10-15%,4294,Los Angeles,11.6,55.6,1.7,0.3,26.3,4.4
6041121100,8.86,10.59,10-15%,5175,Marin ,9.3,80.7,0.7,0,5.1,4.2
6059032033,8.85,10.58,10-15%,3624,Orange ,21.9,60.2,1.8,0.1,11.9,4.1
6087120800,8.84,10.57,10-15%,5863,Santa Cruz,7.3,85.2,0.3,0.3,3.8,3
6081609000,8.83,10.56,10-15%,2562,San Mateo,11.1,67.7,1.4,0.1,15.1,4.6
6037576700,8.83,10.54,10-15%,4047,Los Angeles,19.4,64.7,5.6,0.4,6.3,3.7
6057000104,8.83,10.53,10-15%,3190,Nevada ,6,89.7,0.2,0.8,0.8,2.6
6087100400,8.82,10.52,10-15%,7331,Santa Cruz,21.4,48.7,1.7,0.2,21.1,6.9
6085510001,8.81,10.51,10-15%,6116,Santa Clara,3.3,66.2,0.7,0.1,25.5,4.3
6081608002,8.79,10.49,10-15%,3517,San Mateo,5,50.5,1.8,0,39.5,3.2
6073009801,8.78,10.48,10-15%,4894,San Diego,12.9,74.2,3.7,0.3,5.6,3.3
6075016801,8.78,10.47,10-15%,3218,San Francisco,12.1,64.5,8.2,0.3,9.7,5.2
6041111000,8.78,10.46,10-15%,5852,Marin ,23.8,63.3,3,0.3,5.8,3.8
6067002500,8.77,10.44,10-15%,1587,Sacramento ,9.6,78.8,2.8,0.1,4.4,4.2
6017031406,8.76,10.43,10-15%,5544,El Dorado,6.2,89,0.3,1.4,0.9,2.3
6079012704,8.76,10.42,10-15%,8650,San Luis Obispo,9.8,85.6,0.5,0.6,1.4,2
6013384000,8.76,10.4,10-15%,3883,Contra Costa,8.3,52.9,10.2,0.4,21.3,7
6059099245,8.75,10.39,10-15%,3035,Orange ,11.8,72.1,1.2,0.3,10.9,3.7
6037920012,8.75,10.38,10-15%,1072,Los Angeles,11.4,81.8,0.5,0.8,1.7,3.8
6037480703,8.75,10.37,10-15%,3277,Los Angeles,21.8,42.4,2.6,0.1,28.2,4.9
6059042109,8.73,10.35,10-15%,4865,Orange ,14.3,75.5,0.8,0.2,5.6,3.6
6073016605,8.73,10.34,10-15%,7339,San Diego,16.5,73.5,2,0.6,4.3,3.1
6073007905,8.72,10.33,10-15%,2584,San Diego,8.4,83.6,1.2,0.3,3.4,3.1
6059032040,8.72,10.32,10-15%,2612,Orange ,9.6,76.6,0.8,0.1,9.6,3.2
6061023400,8.72,10.3,10-15%,4479,Placer ,15.2,72.6,1.7,0.6,5.7,4.2
6073017031,8.72,10.29,10-15%,3853,San Diego,14.3,64.1,3.3,0.5,14,3.9
6043000301,8.72,10.28,10-15%,3743,Mariposa ,5.8,85.9,0.5,3,1.1,3.7
6073020811,8.71,10.27,10-15%,5650,San Diego,11.2,82.8,0.9,0.8,1.8,2.5
6077004201,8.71,10.25,10-15%,6412,San Joaquin,22.5,71.6,0.4,0.4,3.1,2
6085511301,8.7,10.24,10-15%,3671,Santa Clara,6.7,72.1,3.3,0.1,13.9,4
6001451403,8.7,10.23,10-15%,2220,Alameda ,26.2,59.5,1.6,0.3,7.8,4.6
6065044517,8.7,10.22,10-15%,2377,Riverside ,15.4,74.5,4.3,0.4,3.4,2
6007000402,8.69,10.2,10-15%,7030,Butte ,11.6,81.3,1,0.7,2.8,2.6
6061020501,8.68,10.19,10-15%,2879,Placer ,8.4,86.1,0.4,0.8,2,2.3
6081607000,8.68,10.18,10-15%,3241,San Mateo,10.6,60.2,1.1,0.1,24.1,3.9
6065045228,8.67,10.17,10-15%,3936,Riverside ,48.1,44.6,1.4,0.3,3.9,1.7
6037920045,8.66,10.15,10-15%,4622,Los Angeles,20.1,64,2.8,0.4,9.3,3.4
6061022002,8.66,10.14,10-15%,6481,Placer ,7.9,86.7,0.3,0.9,0.8,3.4
6097152501,8.66,10.13,10-15%,4178,Sonoma ,16.8,72.1,1.8,0.9,4.8,3.5
6037670201,8.65,10.11,10-15%,3852,Los Angeles,8.7,68.5,1.6,0,16.5,4.6
6073009703,8.65,10.1,10-15%,3446,San Diego,13.9,76.8,2.3,0.4,3.5,3.2
6009000503,8.65,10.09,10-15%,2330,Calaveras ,5.8,90.3,0.4,0.6,1.1,1.8
6059001602,8.65,10.08,10-15%,4687,Orange ,12.3,61.1,1,0.2,22.6,2.9
6079010002,8.65,10.06,10-15%,3030,San Luis Obispo,10.2,84.2,0.5,1.3,1.2,2.6
6073019808,8.63,10.05,10-15%,4321,San Diego,10.1,80.9,1.8,0.1,5,2.1
6037480702,8.63,10.04,10-15%,4460,Los Angeles,17.1,33.4,2.8,0.1,42.4,4.3
6075015802,8.61,10.03,10-15%,2965,San Francisco,10.2,64.5,11.8,0.3,8.7,4.5
6065047201,8.61,10.01,10-15%,1958,Riverside ,30.5,66.5,0.4,0.8,0.5,1.3
6081608900,8.6,10,10-15%,6556,San Mateo,11.4,58.9,1.4,0.2,23.4,4.7
6037265420,8.6,9.99,5-10%,1811,Los Angeles,4.2,77.9,1.7,0,12.7,3.5
6017030902,8.6,9.98,5-10%,4687,El Dorado,8.8,84.3,0.4,2.1,1.6,2.9
6081605300,8.59,9.96,5-10%,4602,San Mateo,12.5,67,1.1,0.2,15.6,3.6
6013355301,8.59,9.95,5-10%,7833,Contra Costa,13.7,65.4,1.8,0.2,14.2,4.7
6111000902,8.59,9.94,5-10%,2026,Ventura ,15.5,80.6,0.6,0.4,1.2,1.7
6013345101,8.59,9.93,5-10%,5730,Contra Costa,13.7,59.1,2.5,0.1,20.2,4.4
6037920015,8.59,9.91,5-10%,6353,Los Angeles,19.1,65.3,2.7,0.1,9.4,3.5
6073017401,8.58,9.9,5-10%,5355,San Diego,7,85.9,0.4,0.5,3.1,3.1
6073017020,8.58,9.89,5-10%,3694,San Diego,8.1,83.4,0.9,0.2,5.1,2.3
6073020801,8.57,9.88,5-10%,5230,San Diego,13.3,81.1,1.5,0.5,2,1.6
6075031000,8.57,9.86,5-10%,3494,San Francisco,10.6,49.3,2.8,0.2,32.7,4.3
6059032056,8.57,9.85,5-10%,7072,Orange ,13.7,68.6,1.4,0.1,12.2,4
6105000400,8.57,9.84,5-10%,975,Trinity ,4.3,84.5,0.1,5.2,0.2,5.6
6085502908,8.56,9.82,5-10%,6683,Santa Clara,20.4,56.7,2.6,0.3,15.9,4.1
6081611400,8.56,9.81,5-10%,4237,San Mateo,4.4,77.7,1.5,0,13.6,2.7
6105000101,8.56,9.8,5-10%,2867,Trinity ,6.7,86.1,0.3,2.4,1.2,3.3
6073008362,8.55,9.79,5-10%,3141,San Diego,10.7,64.8,1.3,0.1,19.7,3.4
6013325000,8.53,9.77,5-10%,5514,Contra Costa,10.9,76.2,1.8,0.2,6.5,4.4
6061023900,8.53,9.76,5-10%,3100,Placer ,18,72.6,1.3,1,3.7,3.4
6023000700,8.52,9.75,5-10%,5360,Humboldt ,7.6,82.5,0.8,2.5,2.6,3.9
6087120400,8.51,9.74,5-10%,4993,Santa Cruz,8.3,84.8,1,0.4,1.7,3.8
6085509902,8.51,9.72,5-10%,4838,Santa Clara,8.1,61.8,0.8,0.3,24.7,4.3
6059021823,8.5,9.71,5-10%,3299,Orange ,15.6,67.8,1.2,0.2,12.1,3.1
6017030901,8.49,9.7,5-10%,3020,El Dorado,6.5,87.8,0.2,1.2,1.2,3.1
6061021902,8.49,9.69,5-10%,4454,Placer ,5.4,89.9,0.2,0.5,1.1,2.9
6059032055,8.48,9.67,5-10%,3884,Orange ,34.1,52.2,1.7,0.2,8.9,2.9
6067008506,8.48,9.66,5-10%,2520,Sacramento ,7.9,60.5,2.3,0.6,25.2,3.5
6085502601,8.48,9.65,5-10%,2626,Santa Clara,11.5,75,1,0.2,9.1,3.2
6037401001,8.48,9.64,5-10%,3140,Los Angeles,18.6,72.9,0.2,0.1,5.8,2.4
6059021829,8.47,9.62,5-10%,5329,Orange ,10.4,66.4,1.1,0.1,19.8,2.2
6113010505,8.46,9.61,5-10%,4807,Yolo ,12,62.9,1.7,0.4,19,4
6085511704,8.45,9.6,5-10%,4520,Santa Clara,3,66.1,0.5,0,26.3,4
6073017808,8.45,9.59,5-10%,5975,San Diego,6.1,81.8,0.7,0.2,7.5,3.7
6065045109,8.45,9.57,5-10%,3831,Riverside ,41.9,52.9,1.4,0.3,1.5,2
6017030809,8.45,9.56,5-10%,2447,El Dorado,10.7,83.7,0.7,0.7,1.4,2.9
6111007507,8.44,9.55,5-10%,6958,Ventura ,8.7,76.9,1.3,0.2,9.7,3.2
6085510600,8.44,9.53,5-10%,6139,Santa Clara,10.3,56.2,1.5,0.2,28.7,3.2
6037460100,8.43,9.52,5-10%,5793,Los Angeles,12.1,64.7,12.7,0.2,6.2,4.1
6073017019,8.43,9.51,5-10%,5883,San Diego,5.4,85.9,1.2,0.3,5.1,2.2
6073017110,8.43,9.5,5-10%,10622,San Diego,14.6,72.7,1.4,0.3,7.1,3.9
6073016811,8.42,9.48,5-10%,4374,San Diego,13.9,80.4,0.8,0.5,2,2.4
6075030202,8.42,9.47,5-10%,4313,San Francisco,7.9,54.1,1.9,0.1,31.3,4.6
6017030504,8.42,9.46,5-10%,2912,El Dorado,9.3,86.5,0.5,0.4,2,1.3
6059052428,8.41,9.45,5-10%,6217,Orange ,13.5,71.1,1.2,0.2,9.6,4.4
6111007510,8.41,9.43,5-10%,6565,Ventura ,5.6,74.9,1.1,0,15.4,2.9
6061022900,8.4,9.42,5-10%,5175,Placer ,14.5,64.7,2,0.4,12.8,5.6
6013345102,8.39,9.41,5-10%,3895,Contra Costa,12.8,67.4,2.2,0.1,13.9,3.7
6059075603,8.39,9.4,5-10%,3790,Orange ,18.9,70.7,0.6,0.1,7,2.5
6065045116,8.38,9.38,5-10%,1492,Riverside ,16,77.1,2.3,0.1,2.7,1.7
6007000901,8.37,9.37,5-10%,2142,Butte ,11.8,80.4,0.5,0.8,3.9,2.6
6037460000,8.36,9.36,5-10%,4851,Los Angeles,12.3,65.2,5.1,0,13.7,3.6
6061023300,8.36,9.35,5-10%,4365,Placer ,14.9,65.7,2.4,0.4,11.8,4.7
6081610304,8.36,9.33,5-10%,4023,San Mateo,10.2,54.7,2.6,0.1,28.4,4.1
6085503332,8.36,9.32,5-10%,5363,Santa Clara,8.7,64.3,1.1,0.1,22.9,3
6059099238,8.33,9.31,5-10%,4031,Orange ,8.9,70.4,0.5,0.3,16.9,2.9
6079013000,8.33,9.29,5-10%,2539,San Luis Obispo,21.5,73.2,0.2,0.5,3.4,1.3
6007000904,8.32,9.28,5-10%,6071,Butte ,11.2,80.3,1.4,0.8,3.9,2.4
6061021043,8.32,9.27,5-10%,3355,Placer ,9.5,77.3,2.3,0.1,7,3.8
6085510803,8.31,9.26,5-10%,2558,Santa Clara,5.9,52.1,1.1,0.1,36.4,4.6
6073015602,8.3,9.24,5-10%,2536,San Diego,14.2,77.8,1.4,0.8,2.2,3.5
6073015405,8.3,9.23,5-10%,5765,San Diego,15.3,77.1,1.4,0.3,2.7,3.2
6059075607,8.3,9.22,5-10%,6065,Orange ,11.7,53.8,2,0.1,28.6,3.8
6037670326,8.3,9.21,5-10%,3807,Los Angeles,4.9,68,1.7,0.1,22.5,2.9
6087120500,8.29,9.19,5-10%,5687,Santa Cruz,6.9,86.5,0.4,0.3,2.8,3.1
6059062638,8.28,9.18,5-10%,6161,Orange ,15.7,59.1,1.4,0.1,18.6,5.1
6113010511,8.27,9.17,5-10%,3135,Yolo ,6.6,64.8,1.2,0.3,23.8,3.3
6073020708,8.27,9.16,5-10%,3437,San Diego,20.6,64,1.7,0.2,9.9,3.6
6037651302,8.26,9.14,5-10%,6311,Los Angeles,9.6,67.5,0.8,0.2,17.7,4.2
6089011403,8.25,9.13,5-10%,2804,Shasta ,9,80.2,0.8,1.2,4.9,3.9
6085512030,8.24,9.12,5-10%,3074,Santa Clara,23.5,53.2,2.3,0.2,16.8,4.1
6075030101,8.24,9.11,5-10%,4233,San Francisco,7.8,62.9,2,0.2,22.2,4.8
6059062634,8.23,9.09,5-10%,5466,Orange ,12.6,67.6,1.9,0.2,13.6,4
6081612500,8.23,9.08,5-10%,4153,San Mateo,7.3,74.5,1.7,0.1,12.1,4.2
6001404700,8.22,9.07,5-10%,1954,Alameda ,6,71.4,8,0.3,9.4,4.9
6037670701,8.21,9.06,5-10%,6882,Los Angeles,18.5,57.4,4.8,0.1,15.8,3.4
6073008512,8.21,9.04,5-10%,4193,San Diego,12.8,74.6,1.6,0.5,7.1,3.3
